SN,Trial,vstmLoad,Targ,Flnk,Congruency,Resp,RT,vstmCond,vstmResp,vstmRT
14,76,2,2,1,0,2,0.6964,2,2,0.6162
14,77,2,2,1,0,2,0.6157,2,2,0.9195
14,78,1,1,2,0,1,1.317,2,2,0.7248
14,79,2,2,1,0,2,0.6824,1,1,0.9862
14,80,1,2,2,1,2,0.6496,1,1,0.5054
14,81,2,2,2,1,2,0.8145,2,2,1.0543
14,82,1,1,2,0,1,0.5662,1,1,0.742
14,83,2,2,1,0,2,0.8798,1,1,0.9916
14,84,2,2,1,0,2,0.6146,1,2,0.7263
14,85,2,1,2,0,1,0.7199,2,2,0.8318
14,86,1,2,2,1,2,0.5554,2,1,0.5392
14,87,1,1,2,0,1,0.7211,2,2,0.5769
14,88,1,1,2,0,1,0.7683,1,1,0.5601
14,89,1,2,1,0,2,0.7582,2,2,0.6779
14,90,2,2,1,0,2,0.7584,1,1,0.7422
14,91,1,1,2,0,1,0.688,2,2,0.6718
14,92,2,1,2,0,1,0.6882,1,1,1.824
14,93,1,2,2,1,2,0.7042,1,1,0.688
14,94,1,1,1,1,1,0.8089,1,1,0.7287
14,95,1,1,1,1,1,0.6863,2,2,0.542
14,96,1,2,2,1,2,0.5599,1,1,1.0557
14,97,2,1,1,1,1,0.7579,1,1,0.7417
14,98,1,1,1,1,1,0.6691,1,2,1.3569
14,99,1,1,1,1,1,0.6629,2,2,0.9027
14,100,2,2,2,1,2,0.7478,2,2,0.9235
14,101,2,2,1,0,2,0.5414,1,1,0.9731
14,102,2,2,2,1,2,0.7763,2,2,1.0161
14,103,2,1,2,0,1,0.8715,2,1,1.2393
14,104,2,1,1,1,1,0.855,2,2,1.1588
14,105,2,2,2,1,2,0.7568,1,1,1.2526
14,106,2,1,2,0,1,0.6924,2,2,1.0602
14,107,2,2,2,1,2,0.7406,1,1,0.9804
14,108,2,1,2,0,1,0.7314,2,2,0.6511
14,109,2,2,1,0,2,0.9993,2,2,0.7271
14,110,1,2,1,0,2,0.6847,2,1,1.3085
14,111,2,2,1,0,2,0.6498,2,2,0.6975
14,112,2,2,1,0,2,0.8707,2,2,0.6625
14,113,2,1,1,1,1,0.8068,2,2,1.4947
14,114,1,2,1,0,2,0.9435,1,1,1.4392
14,115,2,2,2,1,2,0.8189,1,1,0.6106
14,116,2,1,1,1,1,1.1339,1,1,0.9256
14,117,1,2,1,0,2,0.503,1,1,0.4868
14,118,1,2,1,0,2,0.8077,2,2,0.5995
14,119,2,1,1,1,1,0.6864,2,2,0.9262
14,120,2,1,2,0,1,0.7478,1,1,0.9876
14,121,2,2,2,1,1,0.6105,2,1,1.4832
14,122,2,1,1,1,1,0.8217,2,2,0.9974
14,123,2,1,1,1,1,0.9404,2,2,0.8602
14,124,1,2,2,1,2,0.9849,1,1,1.0326
14,125,2,2,1,0,2,0.6961,2,2,0.8718
14,126,1,2,1,0,2,0.7338,1,1,0.5257
14,127,1,1,1,1,1,0.887,1,2,1.1268
14,128,2,1,2,0,1,0.8484,2,2,1.7921
14,129,2,2,1,0,2,0.7732,1,1,0.885
14,130,1,1,1,1,1,0.6896,2,2,0.9934
14,131,2,2,2,1,2,0.6164,2,1,0.9841
14,132,1,2,1,0,2,0.7189,2,1,1.5347
14,133,1,2,2,1,2,0.6524,2,2,0.7002
14,134,2,1,1,1,2,0.6813,1,2,1.7394
14,135,2,1,2,0,1,0.61,2,1,0.7858
14,136,2,2,2,1,2,0.7206,2,2,2.1124
14,137,2,2,2,1,2,0.611,1,1,0.9788
14,138,1,1,2,0,1,0.6892,1,1,0.737
14,139,1,1,2,0,1,0.6828,2,2,0.5386
14,140,1,1,2,0,1,0.6323,2,2,0.5521
14,141,2,1,1,1,1,0.6221,2,2,0.6699
14,142,1,1,1,1,1,0.6863,1,1,0.8621
14,143,2,2,1,0,2,0.7425,1,2,1.6863
14,144,1,1,1,1,1,0.6157,2,2,0.5995
14,145,1,2,1,0,2,0.855,2,2,0.4548
14,146,2,2,2,1,2,0.5837,1,1,1.1435
14,147,1,1,2,0,1,0.9622,1,1,0.754
14,148,2,1,1,1,1,0.6762,1,1,1.044
14,149,2,2,2,1,2,0.7178,1,1,0.7656
14,150,1,1,2,0,1,0.6121,2,2,0.5319
14,151,2,2,2,1,2,0.794,1,1,1.0977
14,152,1,2,1,0,2,0.6266,2,2,0.4184
14,153,1,2,2,1,2,0.6179,1,1,0.7937
14,154,2,2,2,1,2,0.6167,2,1,0.7285
14,155,1,2,1,0,2,0.6345,1,1,0.7463
14,156,2,1,1,1,2,0.8084,1,1,0.9808
14,157,1,1,2,0,1,0.6795,1,1,0.7272
14,158,1,1,1,1,1,0.7489,1,1,0.9886
14,159,1,2,1,0,2,0.8036,1,1,0.5954
14,160,1,2,1,0,2,0.7581,2,2,0.8699
14,161,1,1,1,1,1,0.6411,2,2,0.7529
14,162,2,1,2,0,1,0.8841,2,1,0.7399
14,163,2,1,2,0,1,0.7857,1,1,0.7695
14,164,1,1,2,0,1,0.68,1,1,0.5998
14,165,1,1,1,1,1,0.6111,1,1,1.2989
14,166,2,2,1,0,2,0.8079,1,1,0.9197
14,167,2,1,1,1,1,0.7413,2,2,0.9171
14,168,1,1,1,1,1,0.8666,2,2,0.7224
14,169,1,1,1,1,1,0.616,2,2,0.6638
14,170,1,1,1,1,1,0.8081,1,1,0.8559
14,171,2,2,2,1,2,0.7481,1,1,0.9239
14,172,1,1,2,0,1,0.6815,1,1,0.7932
14,173,2,2,1,0,2,1.4482,2,2,0.92
14,174,2,1,2,0,1,0.5496,2,2,0.8533
14,175,2,1,2,0,1,0.6293,1,1,1.5091
14,176,1,2,2,1,2,0.7541,2,2,0.8019
14,177,1,2,2,1,2,0.6889,2,2,0.8646
14,178,1,1,2,0,1,0.6928,2,2,0.9966
14,179,1,1,1,1,1,0.6953,2,2,0.5511
14,180,2,1,1,1,1,0.6969,1,1,0.7447
14,181,1,2,2,1,2,0.6905,1,1,0.4184
14,182,2,1,1,1,1,0.682,1,2,1.1135
14,183,2,1,1,1,1,0.6667,2,2,1.0344
14,184,1,1,1,1,1,0.4941,1,1,0.6059
14,185,1,2,1,0,2,0.6811,2,2,0.7289
14,186,1,1,1,1,1,0.6682,2,2,0.78
14,187,1,1,1,1,1,0.6669,2,2,0.7147
14,188,2,1,2,0,1,0.6606,1,1,0.7083
14,189,1,2,1,0,2,0.7534,1,1,0.8012
14,190,2,1,2,0,1,0.6242,2,2,0.8
14,191,2,1,2,0,1,0.687,1,2,1.2468
14,192,1,2,2,1,1,0.6586,1,1,0.7163
15,1,1,2,2,1,2,0.7641,1,1,0.748
15,2,1,2,2,1,2,0.5658,1,1,0.6136
15,3,2,2,1,0,2,0.6771,1,1,0.8528
15,4,1,1,1,1,1,0.6927,2,2,0.7405
15,5,1,1,2,0,1,0.6393,2,2,0.6231
15,6,1,1,1,1,1,0.7505,1,2,0.7343
15,7,1,1,1,1,1,0.7279,1,1,0.7117
15,8,2,2,1,0,2,0.6288,2,2,1.0606
15,9,1,1,2,0,1,0.6887,1,1,0.9286
15,10,2,2,2,1,2,0.8781,1,1,0.6699
15,11,2,1,2,0,1,0.6863,2,2,0.67
15,12,2,1,1,1,1,0.5467,1,1,0.7225
15,13,1,1,1,1,1,0.6278,2,2,0.8036
15,14,1,1,1,1,1,1.1386,2,2,0.5464
15,15,2,1,1,1,1,0.6283,2,2,0.676
15,16,2,1,1,1,1,0.5004,1,1,0.7403
15,17,2,1,2,0,1,0.7383,2,1,0.658
15,18,2,1,2,0,1,0.6582,2,1,0.834
15,19,2,2,2,1,2,0.7217,1,1,0.9615
15,20,1,2,2,1,2,0.5675,2,2,0.5513
15,21,2,1,1,1,1,0.8421,2,2,0.5699
15,22,1,2,1,0,2,0.6804,2,2,0.6002
15,23,1,2,1,0,2,0.6637,1,1,0.9035
15,24,2,1,1,1,1,0.9523,2,2,0.8081
15,25,2,1,2,0,1,0.6834,1,1,0.7311
15,26,1,2,2,1,2,0.6129,2,2,0.6608
15,27,2,1,1,1,1,0.6249,1,1,0.5447
15,28,1,1,2,0,1,0.6265,1,1,0.7383
15,29,1,2,1,0,2,0.6959,1,1,0.6797
15,30,1,1,1,1,1,0.6203,2,2,0.4761
15,31,1,2,1,0,2,0.7565,2,2,0.5483
15,32,2,2,1,0,2,0.7464,1,1,0.8582
15,33,2,1,1,1,1,0.6611,1,1,0.6448
15,34,2,1,2,0,1,0.7605,2,2,0.7443
15,35,1,2,2,1,2,0.6784,2,2,0.5982
15,36,2,2,1,0,2,0.6852,2,2,0.733
15,37,2,1,1,1,1,0.7075,1,2,0.8193
15,38,2,1,1,1,1,0.5267,1,1,0.8945
15,39,2,1,2,0,1,0.8154,1,1,0.6712
15,40,1,1,2,0,1,1.0834,2,2,0.7472
15,41,1,2,2,1,2,0.437,2,2,0.4847
15,42,1,1,1,1,1,0.4334,1,1,0.7372
15,43,2,1,1,1,1,0.875,2,2,1.2428
15,44,2,1,2,0,1,0.7467,1,1,0.9225
15,45,1,2,2,1,2,0.6918,1,1,0.8036
15,46,2,1,1,1,1,0.6906,2,2,0.7383
15,47,2,1,1,1,1,0.6319,1,1,0.9998
15,48,1,1,2,0,1,0.6867,1,1,0.6065
15,49,1,2,2,1,2,0.7457,1,1,0.7295
15,50,1,1,2,0,1,0.768,2,2,1.7758
15,51,2,1,2,0,1,0.9305,1,1,0.7222
15,52,1,1,2,0,1,1.3315,2,1,1.1873
15,53,1,2,1,0,2,0.6581,1,1,0.9619
15,54,1,1,2,0,1,0.6201,2,2,0.6039
15,55,2,2,1,0,2,0.6909,1,1,0.6747
15,56,2,2,1,0,2,0.7956,2,2,0.7794
15,57,2,1,2,0,1,0.7068,2,2,0.6906
15,58,2,1,1,1,1,0.6195,2,2,0.5393
15,59,1,1,2,0,1,0.5858,1,1,0.8256
15,60,1,1,2,0,1,0.881,2,2,0.5448
15,61,1,2,1,0,2,0.6267,2,2,0.5465
15,62,2,1,1,1,1,0.6165,1,1,1.4963
15,63,1,1,2,0,1,0.8171,1,1,0.6089
15,64,2,2,2,1,2,0.6959,1,1,0.8717
15,65,2,2,1,0,2,0.7574,2,2,0.6772
15,66,2,1,2,0,1,0.9026,2,2,0.6303
15,67,2,1,1,1,1,0.8101,1,1,1.2418
15,68,2,2,1,0,2,0.5537,2,2,0.7935
15,69,1,1,1,1,1,0.6165,1,1,0.6643
15,70,1,1,1,1,1,0.5645,2,2,0.6762
15,71,1,1,1,1,1,0.5647,1,1,0.6764
15,72,2,1,1,1,1,0.6171,2,2,0.6649
15,73,2,1,2,0,1,0.6931,1,1,0.8048
15,74,1,1,2,0,1,0.7441,1,1,0.5998
15,75,2,1,2,0,1,0.6751,2,2,0.7229
15,76,2,1,1,1,1,0.5002,2,2,0.804
15,77,1,2,1,0,2,0.627,2,2,0.6108
15,78,2,1,2,0,2,0.558,2,2,0.6575
15,79,2,1,2,0,1,0.6217,1,1,0.7975
15,80,1,2,1,0,2,0.8125,1,1,0.6682
15,81,2,2,1,0,2,1.0047,1,1,0.6684
15,82,1,1,2,0,1,0.6783,2,2,0.47
15,83,1,1,1,1,1,0.6107,1,1,0.9145
15,84,1,2,2,1,2,0.6956,2,2,0.5514
15,85,1,1,1,1,1,0.6332,2,2,0.553
15,86,1,1,1,1,1,0.6231,2,2,0.6068
15,87,2,2,2,1,2,0.8101,2,2,0.9859
15,88,1,2,1,0,2,0.6493,2,2,0.5051
15,89,1,1,1,1,1,0.6105,1,1,0.6582
15,90,2,2,2,1,2,0.4827,1,1,0.8504
15,91,2,1,1,1,1,0.6904,2,2,0.6741
15,92,1,2,1,0,2,0.6266,1,1,1.2503
15,93,2,2,1,0,2,0.6785,2,2,0.7902
15,94,2,2,2,1,2,0.753,1,1,1.3128
15,95,2,1,1,1,1,1.1941,1,1,0.8579
15,96,2,2,2,1,2,0.6742,1,1,0.786
15,97,2,2,2,1,2,0.7652,1,2,0.941
15,98,2,2,1,0,2,0.6353,1,1,0.683
15,99,2,1,2,0,1,0.8797,1,1,0.7355
15,100,1,1,1,1,1,0.8211,2,2,0.6129
15,101,2,2,1,0,2,0.6881,2,2,0.7359
15,102,1,2,2,1,2,0.6295,2,2,0.5492
15,103,2,2,1,0,2,0.6194,1,1,0.9231
15,104,2,2,1,0,2,0.6167,2,2,0.8564
15,105,2,1,1,1,1,0.7486,1,1,1.4364
15,106,2,2,2,1,2,0.6123,1,1,0.788
15,107,1,2,1,0,2,0.6515,2,2,0.4433
15,108,1,2,1,0,7,7,2,7,7
15,109,1,2,1,0,2,0.8578,1,1,1.0336
15,110,1,1,1,1,1,0.761,1,1,0.6808
15,111,1,2,2,1,2,0.5862,2,2,0.8899
15,112,1,1,1,1,1,0.6946,1,1,0.7423
15,113,2,2,1,0,2,0.9964,1,2,1.4922
15,114,1,1,2,0,1,0.785,1,1,0.5128
15,115,1,2,2,1,2,0.8911,2,2,0.4909
15,116,2,2,2,1,2,0.6838,2,2,0.4756
15,117,2,1,2,0,1,1.012,2,2,0.6758
15,118,2,2,1,0,2,0.6282,1,1,0.932
15,119,1,2,1,0,2,0.6255,2,2,0.5453
15,120,2,2,2,1,2,0.6912,2,2,0.8029
15,121,2,1,2,0,1,0.8179,1,1,0.6737
15,122,1,1,2,0,1,0.9983,1,1,0.4702
15,123,1,1,2,0,1,0.6396,2,2,0.6233
15,124,1,2,1,0,2,0.675,2,2,0.5948
15,125,2,1,1,1,1,0.926,1,1,0.7818
15,126,2,1,2,0,1,0.6806,2,1,1.1123
15,127,1,2,1,0,2,0.8156,1,1,0.6073
15,128,2,1,2,0,1,0.6303,2,2,0.8062
15,129,2,2,2,1,2,0.6348,2,2,0.7466
15,130,2,2,2,1,2,0.6924,1,2,0.9322
15,131,2,1,2,0,1,0.6618,1,1,0.7736
15,132,2,2,2,1,2,0.5038,1,1,0.9996
15,133,2,1,1,1,1,0.6226,2,2,1.0544
15,134,1,2,2,1,2,0.6185,1,1,0.7303
15,135,2,2,2,1,2,0.5364,2,2,0.7761
15,136,1,1,1,1,1,0.7389,1,1,0.9147
15,137,1,2,2,1,2,0.556,2,2,0.4758
15,138,2,1,2,0,1,0.6805,2,2,0.6642
15,139,1,2,2,1,2,0.6336,1,1,0.6174
15,140,2,2,2,1,2,0.6286,2,2,0.8684
15,141,2,2,1,0,2,0.6966,2,2,0.9363
15,142,1,2,2,1,2,0.5659,2,2,0.8697
15,143,1,2,1,0,2,0.9421,2,2,0.7979
15,144,1,1,1,1,1,0.6967,1,1,0.8084
15,145,2,1,2,0,1,0.8874,1,1,0.8072
15,146,2,2,2,1,2,0.6706,2,2,0.7184
15,147,2,1,2,0,1,0.9202,1,1,1.288
15,148,2,2,1,0,2,0.6455,2,2,0.6934
15,149,2,2,2,1,7,7,2,1,1.7705
15,150,1,2,1,0,2,0.5992,1,1,0.711
15,151,1,2,2,1,2,0.5641,1,1,0.4199
15,152,2,2,1,0,2,1.0152,2,2,0.679
15,153,1,1,1,1,1,0.7594,2,2,0.6792
15,154,1,2,1,0,7,7,1,1,1.7277
15,155,1,1,2,0,1,0.6328,1,1,0.9366
15,156,1,1,2,0,1,0.7229,2,2,0.5787
15,157,1,2,2,1,2,0.7414,1,1,0.5972
15,158,1,2,2,1,2,0.8122,2,2,0.54
15,159,2,2,2,1,2,1.6341,2,1,1.6179
15,160,2,1,1,1,1,0.8453,2,2,0.701
15,161,2,2,1,0,2,0.7622,1,1,1.066
15,162,2,1,2,0,1,0.6964,1,1,0.8082
15,163,1,1,2,0,1,0.6952,1,1,0.615
15,164,2,2,2,1,2,0.6263,2,2,0.738
15,165,1,2,2,1,2,0.5676,1,1,0.6154
15,166,2,1,1,1,1,0.5626,2,2,0.6744
15,167,2,2,2,1,1,1.2028,1,1,0.7192
15,168,2,2,2,1,2,0.6128,1,1,0.5965
15,169,2,2,1,0,7,7,1,1,0.6916
15,170,1,2,2,1,2,0.6087,2,2,0.4645
15,171,1,2,1,0,2,0.6338,2,2,0.4896
15,172,2,2,1,0,2,0.6185,1,2,1.3063
15,173,1,2,1,0,2,0.5196,1,1,0.6314
15,174,1,1,1,1,1,0.6309,2,2,0.8067
15,175,2,2,2,1,2,0.6937,2,2,0.8054
15,176,2,2,1,0,2,0.5004,2,2,0.6762
15,177,1,1,2,0,1,0.6169,2,2,0.4727
15,178,2,2,1,0,2,0.6251,1,1,1.1209
15,179,1,1,2,0,2,1.5744,2,2,0.598
15,180,1,1,1,1,1,0.557,2,2,0.7968
15,181,1,1,2,0,1,0.6838,1,1,0.7956
15,182,1,2,1,0,1,0.5833,2,2,1.2992
15,183,1,2,2,1,2,0.6163,1,1,0.536
15,184,1,2,2,1,2,0.6466,1,1,0.9504
15,185,1,1,1,1,1,0.5564,1,1,0.7322
15,186,1,2,1,0,2,0.6781,1,1,1.1098
15,187,2,2,2,1,2,0.8188,2,2,1.2506
15,188,1,2,1,0,2,0.5625,1,1,2.0183
15,189,1,1,2,0,1,0.7574,1,1,0.6132
15,190,1,2,2,1,2,0.5604,1,1,0.6082
15,191,1,1,2,0,1,0.7474,2,2,0.6673
15,192,1,1,1,1,1,0.5556,2,2,0.5394
16,1,1,1,1,1,2,0.8841,1,1,0.9742
16,2,1,2,2,1,2,1.2461,2,2,0.5258
16,3,1,1,1,1,1,1.1315,2,2,0.8592
16,4,2,1,2,0,1,0.9081,2,2,1.5319
16,5,2,2,2,1,2,0.8461,2,1,0.7659
16,6,2,2,2,1,2,0.7241,2,1,1.0279
16,7,1,2,1,0,2,0.9194,2,2,0.7112
16,8,2,1,1,1,1,1.0763,2,2,1.2521
16,9,2,1,2,0,1,0.82,2,1,1.1877
16,10,1,1,2,0,1,1.0425,1,1,1.7302
16,11,1,1,2,0,1,0.7517,2,2,0.7355
16,12,1,2,1,0,2,1.0131,1,1,0.8689
16,13,1,1,2,0,1,0.697,1,1,0.7448
16,14,1,1,1,1,2,1.3947,1,1,0.7867
16,15,2,2,2,1,2,0.9532,1,2,1.769
16,16,2,1,1,1,1,1.0472,2,1,1.0951
16,17,2,2,1,0,2,0.9159,2,1,0.9637
16,18,1,2,1,0,2,0.7742,1,1,1.2699
16,19,1,1,1,1,1,0.6745,1,1,1.2983
16,20,1,1,1,1,1,1.0752,1,1,0.675
16,21,2,1,2,0,1,0.7436,2,2,1.2394
16,22,2,2,2,1,2,0.8712,1,1,1.239
16,23,1,1,1,1,1,0.7193,1,1,1.0231
16,24,2,2,1,0,2,0.7388,1,1,0.9786
16,25,2,2,2,1,2,0.7413,1,2,1.1091
16,26,1,1,2,0,1,0.7902,2,2,0.646
16,27,2,2,1,0,2,0.6859,1,1,0.8617
16,28,1,2,1,0,2,1.1261,1,1,0.7259
16,29,1,2,1,0,2,0.7592,2,2,2.023
16,30,2,1,1,1,1,0.6915,1,1,1.0593
16,31,1,1,2,0,1,0.7514,1,1,1.0552
16,32,1,1,1,1,1,0.9511,2,2,0.8069
16,33,1,1,2,0,1,0.9031,2,2,1.2068
16,34,1,2,2,1,2,0.7837,2,2,0.5755
16,35,2,2,2,1,2,0.7382,2,2,1.042
16,36,2,1,2,0,1,0.7341,2,2,1.1019
16,37,2,1,1,1,1,0.811,1,1,0.9228
16,38,1,2,2,1,2,0.7561,2,2,0.9319
16,39,2,1,1,1,1,0.9337,2,1,0.9814
16,40,2,1,1,1,1,0.856,2,1,1.0317
16,41,1,1,2,0,1,1.0512,2,2,0.779
16,42,2,2,1,0,2,0.8057,2,2,0.8535
16,43,1,1,1,1,1,0.8097,1,1,0.9214
16,44,1,1,1,1,1,0.743,1,2,0.7268
16,45,1,2,2,1,2,0.7609,1,1,0.6166
16,46,2,2,1,0,2,1.2679,2,2,1.3157
16,47,2,1,2,0,1,0.8887,1,1,0.9365
16,48,2,1,2,0,1,0.95,1,1,1.6378
16,49,1,2,2,1,2,0.8226,1,1,0.8704
16,50,1,1,1,1,1,0.9951,1,1,1.3628
16,51,1,2,1,0,2,0.877,2,2,0.8608
16,52,1,2,1,0,2,1.393,1,1,1.1848
16,53,1,2,2,1,2,0.7879,1,1,0.8357
16,54,1,2,2,1,2,0.7514,2,2,0.6072
16,55,1,1,2,0,1,0.8222,2,2,0.742
16,56,2,2,1,0,2,0.868,2,1,0.9159
16,57,1,2,1,0,2,0.7551,2,2,0.8668
16,58,1,2,1,0,2,0.7472,1,1,0.795
16,59,2,1,2,0,1,0.682,1,1,0.6018
16,60,1,1,1,1,1,0.758,2,2,0.7417
16,61,2,2,2,1,2,0.7685,2,2,0.8803
16,62,1,2,1,0,2,0.6967,1,1,0.5524
16,63,1,1,1,1,1,0.8027,2,2,0.6585
16,64,2,2,1,0,2,0.739,1,1,0.6588
16,65,2,1,2,0,1,0.8888,1,1,0.8086
16,66,1,1,1,1,2,0.9854,2,2,0.7893
16,67,2,1,1,1,1,0.7285,1,1,0.5843
16,68,1,1,2,0,1,0.7118,2,2,0.5676
16,69,1,1,1,1,1,0.8179,2,2,2.9137
16,70,1,1,2,0,1,0.8225,2,2,0.5503
16,71,2,1,1,1,1,0.8241,1,1,0.488
16,72,2,2,2,1,2,0.9016,1,1,0.6933
16,73,1,1,1,1,1,0.8665,2,2,0.5303
16,74,1,2,2,1,2,0.6121,2,2,0.5319
16,75,1,2,2,1,2,0.6137,1,1,0.6615
16,76,1,1,2,0,1,0.8059,1,2,0.7897
16,77,2,2,1,0,2,0.8524,1,1,0.6442
16,78,2,2,2,1,2,0.8239,1,1,0.6797
16,79,1,2,2,1,2,0.6844,2,2,0.5401
16,80,2,2,1,0,2,0.8662,2,1,0.786
16,81,1,2,2,1,2,0.6686,2,2,0.6523
16,82,2,1,1,1,7,7,1,1,1.0085
16,83,2,1,2,0,1,0.8875,2,1,0.9353
16,84,2,1,1,1,1,0.6532,2,1,0.8929
16,85,2,2,2,1,2,0.7218,2,2,0.6416
16,86,1,2,1,0,2,1.0133,2,2,0.677
16,87,2,2,2,1,2,0.6817,1,1,0.9855
16,88,2,2,2,1,2,0.7129,1,1,0.9527
16,89,1,2,1,0,2,0.8029,2,2,0.4668
16,90,1,2,2,1,2,0.7472,2,2,0.9869
16,91,1,2,2,1,2,0.6334,2,2,0.5532
16,92,2,2,1,0,2,0.6874,1,1,0.5431
16,93,2,1,2,0,1,0.7529,1,1,0.8007
16,94,2,1,1,1,1,1.0717,2,1,1.5035
16,95,2,1,1,1,1,0.7897,1,1,0.5175
16,96,2,2,2,1,2,0.7914,2,2,0.7751
16,97,2,1,2,0,1,0.8588,1,1,0.7786
16,98,2,1,2,0,1,0.77,1,1,1.0738
16,99,2,1,2,0,1,0.7542,2,1,0.674
16,100,1,1,2,0,1,0.8544,1,1,0.6462
16,101,1,1,2,0,1,0.7501,1,1,1.0539
16,102,1,2,2,1,2,0.9027,1,2,0.8865
16,103,1,2,2,1,2,0.7794,1,1,0.7632
16,104,1,1,1,1,1,0.8135,1,1,0.7332
16,105,2,2,1,0,2,0.8071,2,2,1.1108
16,106,1,1,2,0,1,0.7846,2,1,1.4084
16,107,2,2,1,0,2,0.8593,1,1,0.6511
16,108,1,1,1,1,1,0.8713,2,2,0.5991
16,109,2,1,1,1,1,0.8141,2,2,0.7979
16,110,2,1,2,0,1,0.8938,1,2,1.3256
16,111,2,2,2,1,2,0.8236,1,1,0.8714
16,112,2,2,1,0,1,0.949,1,1,0.9162
16,113,2,2,1,0,2,0.8657,1,1,0.7855
16,114,2,1,1,1,1,1.609,1,1,1.0807
16,115,1,2,2,1,2,0.8773,1,1,1.1171
16,116,1,2,1,0,2,0.8718,1,1,0.6636
16,117,1,2,1,0,2,0.7727,2,2,0.9485
16,118,1,1,2,0,1,0.851,2,2,0.7708
16,119,1,2,1,0,2,0.7571,2,1,1.0609
16,120,1,2,1,0,2,0.853,2,2,0.7088
16,121,2,1,1,1,1,1.0621,2,1,1.4939
16,122,1,1,2,0,1,0.7867,2,2,0.6425
16,123,1,2,2,1,2,0.8862,2,2,1.446
16,124,1,1,2,0,1,0.8661,1,1,0.7859
16,125,1,1,2,0,1,1.8366,1,1,1.1164
16,126,2,2,2,1,2,0.738,2,1,0.5937
16,127,2,2,2,1,2,0.8448,2,2,1.0846
16,128,2,2,2,1,2,0.7414,1,1,1.0452
16,129,1,2,2,1,2,0.7563,2,2,1.1881
16,130,1,1,1,1,1,0.7678,1,1,1.0076
16,131,1,1,2,0,1,0.6945,1,1,0.4223
16,132,1,1,1,1,1,0.7498,2,2,0.8616
16,133,1,1,2,0,1,1.0097,1,2,0.9295
16,134,1,1,2,0,1,0.6591,2,2,0.6429
16,135,1,1,1,1,1,0.8226,2,2,1.9584
16,136,2,2,1,0,2,0.9012,2,2,1.397
16,137,2,1,1,1,1,1.3239,1,1,0.9237
16,138,1,2,2,1,2,0.7975,1,1,1.2293
16,139,1,2,2,1,2,0.809,2,2,0.7288
16,140,2,2,1,0,2,0.8312,2,2,0.687
16,141,1,2,1,0,2,0.8197,1,2,1.4435
16,142,2,2,1,0,2,0.7311,1,1,0.9709
16,143,2,2,2,1,7,7,1,1,1.1492
16,144,1,2,1,0,1,1.015,2,2,1.4876
16,145,1,1,1,1,1,0.8841,2,2,0.8039
16,146,2,2,2,1,2,1.1911,2,2,0.7269
16,147,2,1,2,0,1,0.9052,2,2,1.017
16,148,2,2,1,0,2,1.0527,2,2,0.6525
16,149,2,1,2,0,2,1.4486,2,2,0.9739
16,150,2,1,2,0,1,0.6844,1,1,0.7322
16,151,2,2,1,0,2,0.8347,2,2,0.8825
16,152,2,1,2,0,1,0.8791,1,1,0.9269
16,153,1,2,2,1,2,0.6844,1,1,0.6683
16,154,1,1,2,0,1,1.0804,1,1,2.7282
16,155,1,1,1,1,1,0.8893,1,1,0.6811
16,156,2,1,2,0,1,0.738,2,2,1.2978
16,157,2,2,1,0,2,1.0106,1,1,1.3144
16,158,2,1,1,1,1,0.9279,1,1,1.0397
16,159,2,1,1,1,1,0.9003,1,1,1.2041
16,160,1,2,1,0,2,1.3192,2,2,1.175
16,161,2,2,1,0,2,0.8077,1,1,0.4715
16,162,1,2,1,0,2,0.805,1,1,0.5328
16,163,2,1,1,1,1,0.8236,2,2,0.6794
16,164,1,1,2,0,1,0.7245,1,1,0.4523
16,165,1,1,1,1,1,0.6282,2,2,0.676
16,166,2,2,1,0,2,0.8087,1,1,0.6005
16,167,2,1,1,1,1,0.8794,2,1,0.6072
16,168,1,1,1,1,1,0.9864,1,1,0.778
16,169,2,1,2,0,1,0.8166,1,1,0.6723
16,170,1,2,1,0,2,0.869,1,1,0.4048
16,171,2,1,2,0,1,0.6682,2,1,0.8441
16,172,2,1,1,1,1,1.744,1,1,1.2798
16,173,2,2,1,0,2,0.7653,2,2,0.6851
16,174,2,1,2,0,1,0.742,2,1,0.8538
16,175,2,1,1,1,1,0.8224,2,2,1.0622
16,176,2,2,2,1,2,0.7543,2,2,1.0581
16,177,2,2,2,1,2,1.1343,1,2,1.886
16,178,2,1,1,1,1,0.7906,2,2,1.2223
16,179,1,2,1,0,2,0.9417,1,1,1.1815
16,180,1,2,2,1,2,0.6162,1,2,0.664
16,181,2,1,2,0,1,0.8209,2,1,1.1247
16,182,1,2,2,1,2,0.7352,1,2,0.655
16,183,2,2,1,0,2,0.6199,2,2,0.6037
16,184,2,1,1,1,1,0.7311,1,2,0.843
16,185,2,2,2,1,2,0.6549,2,1,0.7026
16,186,1,1,2,0,1,0.964,2,2,0.6278
16,187,1,2,2,1,2,0.7553,1,1,0.9311
16,188,1,2,1,0,2,0.6246,2,2,0.5444
16,189,2,2,2,1,2,0.6785,2,1,0.6622
16,190,1,2,1,0,2,0.7264,1,1,1.3502
16,191,2,1,2,0,1,0.76,1,1,0.6158
16,192,2,2,2,1,2,0.691,1,2,0.8028
17,1,2,2,1,0,2,0.761,2,2,0.8728
17,2,1,1,1,1,1,0.8812,1,2,0.929
