SN,Trial,vstmLoad,Targ,Flnk,Congruency,Resp,RT,vstmCond,vstmResp,vstmRT
11,151,2,2,1,0,2,0.5553,1,2,1.051
11,152,1,2,1,0,2,0.6564,1,1,0.7681
11,153,2,2,2,1,2,0.5624,1,2,0.8662
11,154,1,1,1,1,1,0.6024,2,2,1.2902
11,155,1,1,2,0,1,0.6307,1,1,1.4465
11,156,1,1,2,0,1,0.6864,2,2,1.3102
11,157,2,1,1,1,1,0.5632,1,1,0.739
11,158,2,1,2,0,1,0.6326,1,2,0.8084
11,159,2,1,1,1,1,0.5276,2,2,0.9595
11,160,1,1,2,0,1,0.4896,2,2,0.7294
11,161,1,2,1,0,2,0.6946,2,2,0.5504
11,162,2,2,1,0,2,0.5353,1,1,0.775
11,163,1,1,1,1,1,0.6738,2,2,0.7856
11,164,2,1,1,1,1,0.538,2,2,0.7137
11,165,1,2,1,0,2,0.6309,1,1,1.0626
11,166,2,2,2,1,2,0.6908,1,1,2.7226
11,167,1,2,2,1,2,0.5637,2,2,0.4195
11,168,2,2,1,0,2,0.5667,1,1,1.2545
11,169,2,2,2,1,2,0.4384,2,2,0.8062
11,170,1,2,1,0,2,0.5534,2,2,0.8572
11,171,2,2,1,0,2,0.5456,2,2,0.7854
11,172,2,2,2,1,2,0.4281,1,1,0.8599
11,173,1,1,1,1,1,0.577,1,1,0.7528
11,174,2,2,1,0,1,0.4713,1,1,0.8452
11,175,2,2,1,0,2,0.4173,1,2,0.6571
11,176,2,1,1,1,1,0.6691,1,1,0.9088
11,177,1,2,2,1,2,0.5619,2,2,0.5457
11,178,1,1,2,0,1,0.6915,2,2,1.9553
11,179,2,1,1,1,1,0.6253,1,2,0.865
11,180,2,2,1,0,2,0.6652,2,2,0.713
11,181,1,2,2,1,2,0.5021,2,2,0.4859
11,182,2,1,2,0,1,0.6788,1,1,1.1106
11,183,2,2,2,1,2,0.6799,2,2,0.6637
11,184,2,1,1,1,1,0.6801,1,1,0.9199
11,185,1,2,2,1,2,0.6134,2,2,0.5332
11,186,1,1,2,0,1,0.615,1,1,0.5988
11,187,1,2,2,1,2,0.6101,2,2,1.1699
11,188,1,2,2,1,2,0.4243,2,2,0.5361
11,189,1,2,2,1,2,0.5658,2,2,0.5495
11,190,1,1,1,1,1,0.6953,2,2,0.4871
11,191,2,1,1,1,1,0.5638,1,2,0.9316
11,192,2,1,1,1,1,0.6612,1,1,1.1569
12,1,1,2,1,0,2,1.1472,1,1,0.5551
12,2,2,1,1,1,1,0.514,2,2,0.7539
12,3,2,2,2,1,1,1.3801,2,1,0.72
12,4,1,2,2,1,2,0.6975,2,2,0.5533
12,5,2,1,1,1,1,1.1994,2,2,0.7352
12,6,2,2,1,0,2,0.6928,2,2,0.8685
12,7,1,2,2,1,2,0.7607,2,2,0.4885
12,8,1,2,1,0,2,1.0772,2,2,0.4849
12,9,1,1,2,0,1,0.6256,2,2,0.5454
12,10,1,2,2,1,2,0.7552,1,1,0.739
12,11,1,1,1,1,1,1.2086,2,2,0.4884
12,12,2,2,1,0,2,0.8211,2,2,0.4848
12,13,1,2,2,1,2,0.7535,1,1,0.5453
12,14,1,1,1,1,2,0.8191,1,2,0.7237
12,15,1,1,2,0,2,1.1131,2,2,0.4676
12,16,2,1,2,0,1,1.2078,2,1,0.7436
12,17,1,2,1,0,2,1.0454,2,2,0.5172
12,18,2,2,1,0,2,1.0066,1,1,0.7344
12,19,2,1,2,0,1,1.1399,2,2,0.6757
12,20,1,2,2,1,2,1.2851,2,2,0.6929
12,21,1,1,2,0,1,1.442,2,2,0.5938
12,22,2,2,2,1,2,1.5128,1,1,0.6646
12,23,2,2,2,1,2,0.681,1,1,0.5368
12,24,2,1,2,0,1,1.1593,2,2,0.5671
12,25,2,1,2,0,1,1.0616,2,1,0.9814
12,26,2,1,1,1,1,0.9082,2,2,0.6359
12,27,1,2,2,1,2,1.0716,2,2,0.4794
12,28,2,1,2,0,1,1.2078,1,1,0.5516
12,29,2,1,1,1,1,0.8255,2,2,0.6172
12,30,1,1,1,1,1,0.8727,2,2,0.6005
12,31,1,2,1,0,2,1.2518,2,2,0.4675
12,32,1,2,1,0,2,1.0797,1,1,0.8076
12,33,1,2,1,0,2,0.7042,1,1,0.944
12,34,1,1,1,1,1,1.0738,2,2,0.4815
12,35,2,1,2,0,1,0.9422,1,1,0.606
12,36,1,1,1,1,1,0.9777,1,1,0.7695
12,37,1,1,1,1,1,0.808,1,1,0.5358
12,38,1,1,2,0,1,1.2863,1,1,0.6941
12,39,1,1,1,1,1,0.815,2,2,0.6708
12,40,2,2,2,1,2,1.0712,1,1,0.607
12,41,2,1,2,0,1,1.014,1,1,0.6138
12,42,2,2,2,1,2,1.009,2,2,0.7368
12,43,2,2,1,0,2,1.1306,1,1,0.5384
12,44,2,2,1,0,2,0.7482,2,2,0.796
12,45,1,2,1,0,2,1.003,1,1,0.4748
12,46,2,1,1,1,1,0.9472,1,1,0.547
12,47,2,1,2,0,1,0.9489,1,1,0.7406
12,48,1,2,1,0,2,1.3265,2,2,0.6062
12,49,2,1,2,0,1,0.8852,2,1,0.741
12,50,2,2,2,1,2,0.9671,2,2,1.0149
12,51,2,1,2,0,1,0.9343,2,2,0.7261
12,52,2,1,1,1,1,1.1722,1,1,0.5799
12,53,2,1,2,0,1,1.2025,1,1,0.6743
12,54,2,2,1,0,2,1.0107,2,2,0.9945
12,55,1,2,1,0,2,1.0772,1,1,0.677
12,56,1,2,1,0,2,0.7574,2,2,0.4212
12,57,1,1,1,1,2,0.8767,2,2,0.4665
12,58,1,1,2,0,1,1.2589,2,2,1.4347
12,59,1,2,1,0,2,1.1865,1,1,0.6584
12,60,2,1,2,0,1,0.8027,2,1,0.9146
12,61,1,2,2,1,2,0.8596,2,2,0.7794
12,62,2,1,1,1,1,0.7539,1,1,0.9297
12,63,1,1,1,1,1,1.1993,2,2,0.4791
12,64,2,2,2,1,2,0.8875,1,1,1.2553
12,65,1,2,1,0,2,1.2293,1,1,0.5732
12,66,1,1,1,1,1,1.0677,1,1,0.9235
12,67,1,1,2,0,1,0.873,1,1,0.6008
12,68,2,2,2,1,2,0.996,1,1,0.7238
12,69,1,1,1,1,1,0.9492,1,1,0.869
12,70,1,1,2,0,1,1.0811,1,2,0.8729
12,71,1,2,1,0,2,0.9813,1,1,0.7091
12,72,2,1,1,1,1,0.6667,2,2,0.5864
12,73,2,1,2,0,1,0.8773,1,1,0.541
12,74,1,2,2,1,2,1.0591,2,2,0.4669
12,75,1,2,2,1,2,0.8753,1,1,1.1151
12,76,2,2,1,0,2,1.0162,1,1,1.2559
12,77,2,1,1,1,1,1.2718,1,1,0.8076
12,78,2,1,1,1,1,0.7586,2,1,0.6144
12,79,2,1,2,0,1,0.8536,1,1,0.5814
12,80,1,2,2,1,2,0.7442,1,1,0.6
12,81,1,2,2,1,2,1.2159,2,2,0.4957
12,82,1,2,2,1,2,0.9968,1,1,0.5966
12,83,2,2,2,1,2,0.7646,2,2,0.8124
12,84,1,1,1,1,1,0.8678,1,1,0.5316
12,85,2,2,2,1,2,0.7532,1,1,0.481
12,86,1,2,1,0,2,0.8894,2,2,0.5532
12,87,2,1,1,1,1,0.8153,1,1,0.479
12,88,2,1,2,0,1,0.8757,2,2,0.7315
12,89,1,2,1,0,2,1.282,2,2,0.8178
12,90,1,2,2,1,2,0.8093,1,1,0.7931
12,91,1,1,2,0,1,1.2561,1,1,0.4718
12,92,2,1,1,1,1,0.8685,1,1,0.7883
12,93,2,2,2,1,2,0.8151,2,2,1.4388
12,94,1,2,1,0,2,0.7544,2,2,0.6743
12,95,2,1,1,1,1,0.8186,2,2,0.7384
12,96,1,1,2,0,1,1.3882,1,1,0.924
12,97,2,1,1,1,1,0.7836,2,2,0.8954
12,98,2,1,2,0,1,0.8854,2,2,0.9972
12,99,1,1,2,0,1,1.0681,2,2,0.6679
12,100,1,1,1,1,1,0.6961,2,2,0.4879
12,101,2,1,1,1,1,0.6925,1,1,0.7404
12,102,1,2,2,1,2,1.3901,1,1,0.7339
12,103,1,1,1,1,1,0.8195,2,2,0.6754
12,104,2,2,2,1,2,0.8249,1,1,0.7447
12,105,1,1,2,0,1,0.9347,2,2,0.7905
12,106,1,1,2,0,1,1.1255,2,2,0.5333
12,107,2,2,2,1,2,1.2669,2,2,0.6107
12,108,1,2,2,1,2,1.0059,2,2,0.5417
12,109,2,2,1,0,2,0.8795,1,1,0.7993
12,110,2,2,1,0,2,0.8143,1,1,0.7341
12,111,1,1,1,1,1,0.9999,2,2,0.5357
12,112,1,1,2,0,1,0.7978,1,1,0.5255
12,113,1,1,2,0,1,0.8111,2,2,0.6029
12,114,2,1,1,1,1,0.8062,1,1,0.9819
12,115,1,2,2,1,2,1.2567,1,1,0.6005
12,116,1,2,2,1,2,0.7397,1,1,0.5315
12,117,2,1,1,1,1,0.8694,2,1,1.1732
12,118,2,1,1,1,1,0.7314,1,1,0.7152
12,119,2,1,2,0,1,1.0163,1,1,0.7441
12,120,1,1,2,0,1,0.7421,2,2,0.5339
12,121,1,2,1,0,2,1.2035,1,1,0.6113
12,122,2,2,2,1,2,0.9425,1,1,1.0543
12,123,2,2,2,1,2,0.7582,2,1,0.678
12,124,2,2,1,0,2,1.1785,1,1,0.7782
12,125,2,2,2,1,2,0.7409,2,2,0.7887
12,126,1,1,2,0,1,0.9317,2,2,0.9795
12,127,2,2,1,0,2,0.882,1,2,1.1218
12,128,1,2,2,1,2,0.689,2,2,1.0568
12,129,1,2,2,1,2,0.5716,1,1,0.4915
12,130,1,1,2,0,1,0.8123,2,2,0.5401
12,131,2,2,2,1,2,0.878,2,2,0.6697
12,132,1,2,2,1,2,0.8782,1,1,0.99
12,133,1,1,2,0,1,0.6887,2,2,0.9924
12,134,1,2,1,0,2,1.7034,1,1,0.8552
12,135,2,1,2,0,1,0.7591,2,1,0.5509
12,136,1,1,1,1,1,0.913,2,2,0.6408
12,137,2,2,1,0,2,0.9367,2,2,0.7925
12,138,2,1,1,1,2,0.5685,1,1,0.6561
12,139,1,2,2,1,2,1.5803,2,2,0.988
12,140,1,2,2,1,2,0.8671,2,2,0.6589
12,141,1,1,2,0,1,1.007,1,1,0.6708
12,142,1,2,1,0,2,1.0712,1,1,0.543
12,143,2,2,2,1,2,0.9449,2,2,0.9286
12,144,1,2,1,0,2,0.8782,2,2,0.734
12,145,2,2,1,0,2,0.8196,1,1,0.6113
12,146,2,2,1,0,2,0.8669,1,1,0.6586
12,147,1,2,2,1,2,0.9598,1,1,0.6875
12,148,2,2,2,1,2,0.8724,1,1,0.6642
12,149,2,1,1,1,1,0.8086,1,1,0.9844
12,150,2,2,1,0,1,0.9391,2,2,0.7261
12,151,1,2,1,0,2,1.0037,2,2,0.6034
12,152,1,1,2,0,1,0.8707,1,1,0.6625
12,153,2,1,1,1,1,0.8826,1,1,0.6744
12,154,2,2,1,0,2,1.0108,1,1,0.7386
12,155,1,2,1,0,2,1.3362,2,2,0.552
12,156,1,1,1,1,1,0.8023,1,1,0.9141
12,157,1,1,1,1,1,0.7592,1,1,0.743
12,158,2,2,2,1,2,1.3928,2,1,0.9926
12,159,2,1,2,0,1,0.8605,1,1,0.6523
12,160,1,2,1,0,2,1.3204,1,1,0.4082
12,161,2,1,2,0,1,0.8962,1,1,0.56
12,162,1,1,1,1,1,0.9487,1,2,1.2524
12,163,2,2,1,0,2,0.8615,2,2,0.7813
12,164,2,1,2,0,1,1.4767,2,1,0.7565
12,165,1,1,1,1,1,0.7906,2,2,0.5824
12,166,1,1,2,0,1,0.8732,1,1,0.6649
12,167,2,1,2,0,1,0.8851,1,1,0.8049
12,168,1,1,1,1,1,0.7559,1,1,0.5477
12,169,1,1,2,0,1,0.8098,1,1,0.4736
12,170,2,1,2,0,1,0.8702,1,1,0.598
12,171,2,2,2,1,2,0.685,2,1,0.5408
12,172,1,1,1,1,1,0.9029,1,1,0.8227
12,173,2,2,1,0,2,0.9304,1,1,0.7862
12,174,2,2,1,0,2,0.8651,2,2,0.7209
12,175,2,1,2,0,1,1.4583,2,2,1.378
12,176,1,1,2,0,1,0.8165,1,1,0.4803
12,177,2,2,2,1,2,0.6967,1,1,0.6805
12,178,2,1,1,1,1,0.7609,2,1,0.6167
12,179,2,2,1,0,2,1.2399,2,2,1.2237
12,180,1,1,2,0,1,0.8151,1,1,0.6069
12,181,1,2,2,1,2,0.8389,2,2,0.7587
12,182,2,2,1,0,2,0.8089,2,2,0.7928
12,183,2,2,1,0,2,0.8077,1,1,1.0475
12,184,2,2,2,1,2,0.7396,1,1,0.6594
12,185,2,2,1,0,2,0.8038,2,2,0.5956
12,186,2,2,1,0,2,0.7584,2,1,1.3182
12,187,1,1,1,1,1,0.7235,2,2,0.7712
12,188,2,1,1,1,1,0.8216,2,2,1.0613
12,189,2,1,1,1,1,0.6255,2,2,1.1212
12,190,1,1,1,1,1,0.7545,1,1,0.9303
12,191,2,2,2,1,2,0.8159,1,1,1.0557
12,192,1,2,1,0,2,0.8118,2,2,0.6676
13,1,1,1,1,1,2,0.8236,1,1,0.5245
13,2,1,2,2,1,2,1.0139,1,1,1.0616
13,3,2,1,2,0,1,0.7302,1,1,1.034
13,4,2,2,2,1,7,7,1,1,1.0777
13,5,1,2,1,0,2,0.8973,1,1,1.0731
13,6,1,2,1,0,1,0.9455,1,1,0.7207
13,7,1,1,2,0,1,0.6901,1,1,0.8658
13,8,2,2,1,0,2,1.846,1,1,0.9337
13,9,2,1,1,1,1,0.9525,1,1,0.7443
13,10,2,1,2,0,1,0.8821,2,2,0.6099
13,11,1,2,1,0,2,0.8889,1,1,0.9366
13,12,1,1,1,1,1,0.8222,1,1,0.87
13,13,1,1,1,1,1,0.7504,1,2,0.8622
13,14,2,2,1,0,2,0.8544,1,2,0.8381
13,15,2,1,1,1,1,0.6618,2,1,0.6456
13,16,2,1,1,1,1,0.7333,2,1,0.8451
13,17,2,2,1,0,2,0.8608,2,2,0.9086
13,18,2,2,1,0,2,0.8177,2,1,0.6735
13,19,2,1,2,0,1,0.7899,2,2,1.0937
13,20,2,1,2,0,1,0.8028,1,2,0.8506
13,21,2,1,1,1,1,0.9237,2,2,1.2275
13,22,2,2,2,1,2,0.8071,1,1,1.2389
13,23,2,2,2,1,2,0.8068,2,1,0.9185
13,24,1,1,1,1,2,0.9093,1,1,0.8478
13,25,2,1,2,0,1,1.444,2,2,1.1718
13,26,2,1,1,1,1,0.8624,2,2,1.1022
13,27,1,2,2,1,2,0.7878,2,2,0.8996
13,28,2,2,2,1,2,0.7564,1,1,0.9322
13,29,2,1,2,0,1,1.2659,2,2,1.6335
13,30,2,1,1,1,1,0.7491,2,2,0.8609
13,31,1,1,2,0,1,0.9973,1,1,0.7251
13,32,1,2,1,0,2,1.1425,2,2,1.1902
13,33,1,1,2,0,1,0.7619,2,2,0.6177
13,34,2,1,1,1,2,0.821,2,2,0.8536
13,35,1,1,2,0,1,0.8216,1,1,0.6773
13,36,1,2,2,1,2,0.7107,1,2,0.5664
13,37,2,2,1,0,2,0.8528,2,2,1.2206
13,38,2,1,2,0,1,0.812,1,1,0.7948
13,39,2,1,1,1,1,0.7585,2,2,0.7423
13,40,2,1,2,0,1,0.7519,1,1,0.7999
13,41,2,2,1,0,2,0.7509,1,1,1.0547
13,42,1,1,2,0,1,0.6306,1,1,0.8064
13,43,2,2,2,1,2,0.6816,1,1,1.6253
13,44,1,2,1,0,2,0.7292,2,2,0.905
13,45,1,2,1,0,2,0.9068,1,1,1.9146
13,46,1,2,1,0,2,0.8235,2,2,0.6793
13,47,1,2,1,0,2,0.684,2,2,0.4758
13,48,2,2,2,1,2,0.6922,2,2,0.74
13,49,1,2,2,1,2,0.802,2,2,0.5298
13,50,1,2,1,0,2,0.7396,1,1,1.0435
13,51,1,1,1,1,1,0.8113,1,1,0.6031
13,52,2,2,1,0,2,0.8351,2,1,0.8829
13,53,2,1,2,0,1,0.8515,1,1,1.0273
13,54,1,1,2,0,1,0.8188,2,2,0.9305
13,55,1,1,2,0,1,0.816,2,2,0.7358
13,56,2,1,1,1,1,0.6816,1,1,0.8575
13,57,2,2,1,0,2,0.7496,1,1,1.3734
13,58,2,1,1,1,1,0.7479,1,1,1.1156
13,59,2,2,2,1,2,0.8012,2,2,0.5929
13,60,1,2,2,1,2,0.7557,1,1,1.1235
13,61,1,1,2,0,1,0.7568,1,1,0.5486
13,62,2,2,2,1,2,0.8864,2,2,1.1262
13,63,1,1,2,0,1,0.6955,1,1,0.6793
13,64,2,2,1,0,1,0.9046,2,1,0.8549
13,65,2,1,1,1,1,0.7801,1,1,0.6999
13,66,1,2,2,1,2,0.8899,2,2,1.5777
13,67,2,1,2,0,1,0.6764,2,2,0.6602
13,68,2,1,2,0,1,0.7053,2,2,0.7531
13,69,1,1,2,0,1,0.7511,2,2,0.6709
13,70,2,1,2,0,1,0.8153,2,2,1.1831
13,71,2,1,2,0,1,0.8216,1,1,1.0614
13,72,1,1,1,1,1,0.7064,2,2,0.8822
13,73,2,2,2,1,2,0.8671,1,1,1.0428
13,74,2,1,1,1,1,1.5788,1,2,0.7945
13,75,2,2,2,1,2,0.7933,2,2,0.7771
13,76,2,2,2,1,2,0.5765,2,2,0.7523
13,77,2,2,2,1,2,0.7386,1,2,0.8504
13,78,2,1,1,1,1,0.7903,2,1,0.7101
13,79,2,2,1,0,2,0.7795,1,2,1.4033
13,80,2,2,2,1,2,0.8161,2,2,0.7998
13,81,1,1,1,1,1,0.7391,2,2,0.4669
13,82,2,2,1,0,2,0.8113,2,2,0.8591
13,83,1,1,1,1,1,0.7395,2,2,1.1712
13,84,2,2,2,1,2,0.6935,2,2,1.0613
13,85,1,2,2,1,2,0.9454,1,1,1.2492
13,86,2,2,1,0,2,1.2011,2,2,0.6729
13,87,1,1,1,1,1,1.5095,1,1,0.9173
13,88,1,2,2,1,2,0.5757,1,1,0.5593
13,89,1,1,1,1,1,0.7457,2,2,0.4094
13,90,1,2,1,0,2,0.6847,2,2,0.6045
13,91,1,2,2,1,2,0.8077,2,2,2.0075
13,92,2,2,2,1,2,0.5664,2,1,1.0621
13,93,1,1,2,0,1,0.9823,2,2,0.7101
13,94,2,2,1,0,2,0.8832,2,2,0.867
13,95,2,1,2,0,1,0.7473,1,1,1.3071
13,96,2,2,2,1,2,0.7405,2,2,0.9802
13,97,1,2,1,0,2,0.8648,2,2,1.2965
13,98,1,2,1,0,2,1.2757,2,2,1.1955
13,99,2,2,1,0,2,1.0664,2,2,0.7302
13,100,1,2,2,1,2,0.612,1,2,0.6598
13,101,2,1,1,1,1,0.788,1,1,0.7078
13,102,2,1,1,1,1,0.7411,1,1,0.8529
13,103,2,2,1,0,2,0.8091,2,2,0.5369
13,104,2,2,1,0,2,0.7467,1,1,0.6024
13,105,1,1,1,1,1,0.858,1,1,0.7777
13,106,2,2,2,1,2,0.7405,1,1,0.5323
13,107,1,2,2,1,2,0.8348,2,2,0.4346
13,108,1,1,1,1,1,0.7503,2,2,1.1821
13,109,2,1,1,1,1,0.6926,1,1,0.7404
13,110,1,2,2,1,2,0.7384,2,2,0.5942
13,111,2,2,1,0,2,0.8379,2,1,0.6937
13,112,2,2,2,1,2,0.8388,1,1,0.8226
13,113,1,2,1,0,2,0.9304,1,1,1.5541
13,114,1,1,1,1,7,7,1,1,0.8763
13,115,1,2,2,1,2,0.7097,1,1,1.8454
13,116,2,1,1,1,1,0.7492,2,2,0.861
13,117,2,1,1,1,1,1.0614,1,1,0.7252
13,118,1,2,1,0,2,0.6945,2,1,0.6784
13,119,1,2,2,1,2,1.0508,1,1,0.7786
13,120,2,2,2,1,2,0.8171,1,1,0.6089
13,121,1,2,1,0,2,0.8761,2,2,0.9879
13,122,1,2,1,0,2,1.3788,1,1,0.9786
13,123,1,1,2,0,1,0.7414,2,2,0.7892
13,124,1,2,1,0,2,0.7924,1,1,0.5202
13,125,2,1,2,0,1,0.8058,2,2,0.6615
13,126,2,1,2,0,1,0.742,2,2,0.6617
13,127,1,1,2,0,1,0.7304,1,1,0.9702
13,128,1,1,2,0,1,0.7447,2,2,0.7284
13,129,2,1,1,1,1,0.6486,2,2,0.8244
13,130,2,1,2,0,1,0.7048,2,2,0.6246
13,131,2,1,1,1,1,0.6763,2,2,0.9161
13,132,1,1,2,0,1,0.6972,1,1,0.6809
13,133,1,1,1,1,1,0.6974,2,2,0.7451
13,134,1,2,1,0,2,0.755,2,2,0.6107
13,135,1,2,2,1,2,1.1222,2,2,0.722
13,136,2,1,2,0,1,0.7436,1,1,0.5994
13,137,2,2,1,0,2,0.9306,1,2,1.0424
13,138,1,1,1,1,1,0.8346,2,2,0.8823
13,139,1,1,2,0,1,0.6634,1,1,0.9032
13,140,2,2,1,0,2,0.8123,1,1,0.7321
13,141,1,1,1,1,1,0.8817,2,2,1.5055
13,142,1,1,2,0,1,0.7505,1,1,1.6943
13,143,1,2,2,1,2,0.815,2,2,0.7348
13,144,1,2,2,1,2,1.7164,2,2,0.8682
13,145,1,2,2,1,2,0.6963,2,2,0.6161
13,146,1,1,1,1,1,0.7554,2,2,0.5472
13,147,2,1,2,0,1,0.7335,2,2,0.7173
13,148,1,2,2,1,2,0.9308,1,1,0.6586
13,149,1,1,1,1,1,0.675,1,1,1.0428
13,150,2,2,2,1,2,0.8107,2,2,0.6665
13,151,2,2,2,1,2,0.6999,2,2,0.8756
13,152,2,1,2,0,1,0.756,1,1,0.6758
13,153,1,2,1,0,2,0.7562,1,1,0.932
13,154,2,2,1,0,2,0.7536,1,2,0.9933
13,155,1,2,2,1,2,1.4321,2,1,0.7759
13,156,2,1,2,0,1,0.7864,1,1,0.7062
13,157,2,1,1,1,1,0.8153,2,2,0.6711
13,158,1,1,1,1,1,0.6757,2,2,0.8515
13,159,1,1,2,0,1,0.7437,2,2,1.0475
13,160,1,2,1,0,2,0.9316,2,2,0.6594
13,161,2,1,2,0,1,0.7008,2,2,1.1966
13,162,1,1,1,1,1,0.7329,1,1,1.3567
13,163,1,2,2,1,1,0.807,2,1,0.9153
13,164,1,1,2,0,1,0.7494,2,2,0.4132
13,165,2,2,1,0,2,0.7407,2,1,0.5325
13,166,1,1,1,1,1,0.8541,1,1,1.7339
13,167,2,1,1,1,1,0.8833,1,1,0.4831
13,168,1,1,1,1,1,0.6878,2,2,0.7356
13,169,2,2,2,1,2,0.6292,1,1,0.8689
13,170,2,1,1,1,1,0.8773,1,1,0.5411
13,171,2,1,2,0,1,0.7392,1,2,0.659
13,172,1,2,1,0,2,0.7114,2,2,0.4392
13,173,1,2,2,1,2,0.8072,1,1,0.7909
13,174,1,2,1,0,2,0.9979,1,1,0.5977
13,175,1,2,1,0,2,0.7892,1,1,0.517
13,176,1,1,2,0,1,0.8143,1,1,0.9261
13,177,2,2,1,0,2,0.8875,1,1,0.7432
13,178,2,1,1,1,1,1.265,1,1,0.8648
13,179,1,1,1,1,1,0.821,2,2,0.8048
13,180,1,1,2,0,1,0.736,1,1,0.7198
13,181,1,2,1,0,2,0.8576,1,1,0.7134
13,182,2,2,2,1,2,0.8107,1,1,0.7305
13,183,1,1,1,1,1,0.769,1,1,1.5208
13,184,1,2,2,1,2,0.6783,1,1,0.7901
13,185,1,1,2,0,1,0.8338,2,2,1.2016
13,186,2,1,2,0,1,0.6885,1,1,0.7363
13,187,2,2,1,0,2,0.7579,1,1,0.7416
13,188,2,2,1,0,2,0.8154,1,1,1.7592
13,189,1,1,2,0,1,0.6814,2,2,0.9212
13,190,2,2,2,1,2,0.7545,1,2,0.9943
13,191,1,1,2,0,1,0.6651,2,2,0.7768
13,192,1,2,2,1,2,0.6116,1,1,0.7234
14,1,2,1,1,1,2,0.6223,1,1,0.8433
14,2,1,2,2,1,2,0.6215,2,2,0.8613
14,3,1,1,1,1,1,0.6137,1,1,1.1095
14,4,2,2,1,0,2,0.667,2,2,1.2268
14,5,1,2,2,1,2,0.6144,1,1,0.7902
14,6,2,2,2,1,2,0.5374,2,2,0.9052
14,7,1,2,2,1,2,0.6105,2,2,0.8503
14,8,1,1,2,0,2,0.5909,1,1,0.8471
14,9,2,1,2,0,1,0.6113,2,1,0.8511
14,10,2,2,1,0,2,0.7439,1,1,0.9197
14,11,1,1,1,1,2,0.6773,1,1,0.9151
14,12,2,2,2,1,2,0.7367,1,1,0.7845
14,13,2,2,2,1,2,0.7472,2,2,1.435
14,14,1,1,1,1,1,1.2509,1,1,0.8506
14,15,2,2,2,1,2,0.8068,1,1,0.7906
14,16,2,2,1,0,2,0.6893,2,1,0.8651
14,17,2,1,1,1,1,0.8455,1,1,1.5973
14,18,1,2,2,1,2,0.6489,2,2,0.5687
14,19,2,2,1,0,2,0.8072,1,1,0.791
14,20,2,1,2,0,1,0.806,1,1,0.9178
14,21,2,1,1,1,1,1.0594,2,2,0.9791
14,22,1,2,2,1,2,0.8346,1,1,0.6264
14,23,1,1,2,0,1,0.6898,2,2,0.7376
14,24,2,2,2,1,2,0.7592,2,2,1.255
14,25,1,1,2,0,1,0.7471,2,2,0.7949
14,26,1,2,1,0,2,0.7459,1,1,0.7936
14,27,2,2,1,0,2,0.9366,2,1,0.9204
14,28,1,1,1,1,1,0.778,2,2,0.6978
14,29,2,1,2,0,1,0.7429,1,1,0.8547
14,30,2,1,1,1,1,0.7586,2,2,0.6784
14,31,2,2,1,0,2,1.2708,2,2,1.1906
14,32,2,1,2,0,1,0.6775,1,1,1.1093
14,33,1,1,2,0,1,0.94,2,2,0.6679
14,34,1,2,1,0,2,0.713,1,1,1.2727
14,35,1,2,1,0,2,0.6773,1,1,0.5331
14,36,1,2,1,0,2,0.6149,2,2,0.5347
14,37,1,2,2,1,2,0.4886,1,1,0.7923
14,38,2,1,2,0,2,0.5513,2,2,1.6866
14,39,2,2,1,0,2,0.8191,1,1,0.803
14,40,1,2,1,0,2,0.7591,2,2,0.5509
14,41,1,2,1,0,2,0.8129,1,1,0.8607
14,42,1,2,2,1,2,0.8051,1,7,7
14,43,1,2,2,1,2,0.6561,1,1,0.7039
14,44,1,2,2,1,2,0.6144,2,2,0.5982
14,45,2,1,1,1,2,0.5689,1,1,0.7847
14,46,2,2,1,0,2,0.6952,2,2,1.063
14,47,2,1,1,1,1,0.7434,2,2,0.7271
14,48,2,1,2,0,1,0.7774,1,1,0.8252
14,49,1,2,2,1,2,0.6769,2,2,0.5327
14,50,1,1,2,0,1,0.8065,2,2,1.4943
14,51,2,2,2,1,2,0.6113,1,1,1.2351
14,52,2,1,1,1,1,0.6868,1,2,0.5425
14,53,2,1,2,0,1,0.8524,2,2,1.4122
14,54,2,1,1,1,1,0.6873,1,2,1.0551
14,55,1,1,2,0,1,0.6553,1,1,0.767
14,56,2,2,2,1,2,0.8225,2,1,1.3183
14,57,1,2,2,1,2,0.7758,2,2,0.9516
14,58,1,1,2,0,1,0.7026,1,1,0.8143
14,59,1,1,2,0,1,0.6138,1,1,0.6617
14,60,2,1,2,0,1,0.5905,1,1,0.8942
14,61,1,2,1,0,2,1.5191,2,2,0.7989
14,62,1,2,1,0,2,0.8139,1,1,0.6697
14,63,1,1,1,1,2,1.3783,1,2,0.7822
14,64,1,2,2,1,2,0.9259,2,2,0.7177
14,65,1,2,1,0,2,0.6957,2,2,0.5515
14,66,1,1,2,0,1,1.077,2,2,0.5488
14,67,2,2,2,1,2,0.8226,2,1,0.8704
14,68,2,1,2,0,1,0.8038,1,1,0.5956
14,69,2,2,2,1,2,0.8863,1,1,1.7021
14,70,1,2,1,0,2,0.9391,1,1,0.7949
14,71,1,2,2,1,2,0.8099,2,2,0.5376
14,72,1,1,2,0,1,0.7476,1,1,1.3073
14,73,2,1,1,1,1,0.8046,2,2,0.8523
14,74,1,1,1,1,1,0.7092,2,2,0.5651
14,75,2,2,1,0,2,0.7513,1,1,0.9271
