SN,Trial,Block,vstmLoad,Targ,Flnk,TargPos,FlnkPos,Congruency,Resp,RT,vstmCond,vstmResp,vstmRT
10,188,4,2,1,1,3,1,1,1,0.6674,2,1,1.0352
10,189,4,2,1,2,6,2,0,1,0.592,1,1,0.5118
10,190,4,2,1,2,6,1,0,1,0.7099,2,2,0.8216
10,191,4,2,2,1,3,1,0,2,0.8131,2,2,1.1169
10,192,4,2,2,2,6,1,1,2,0.7384,1,1,0.7222
11,1,1,1,2,2,2,2,1,2,0.7672,2,2,0.431
11,2,1,1,2,2,4,2,1,2,0.4798,2,2,0.5276
11,3,1,1,2,1,6,1,0,2,0.6852,2,2,0.541
11,4,1,1,2,1,3,2,0,2,0.7038,2,2,1.1355
11,5,1,1,1,2,3,2,0,1,0.8211,2,2,0.5489
11,6,1,1,2,1,2,1,0,2,0.6947,1,2,0.6145
11,7,1,1,1,2,1,1,0,1,0.7375,1,1,0.4013
11,8,1,1,2,2,4,1,1,2,0.4846,1,1,0.5324
11,9,1,1,1,2,3,1,0,1,0.6782,1,1,0.406
11,10,1,1,2,1,2,2,0,2,0.821,2,2,0.4848
11,11,1,1,1,1,6,2,1,1,0.6137,1,1,0.4055
11,12,1,1,1,1,3,2,1,1,0.7043,2,2,0.56
11,13,1,1,1,2,2,1,0,1,0.7581,1,1,0.3579
11,14,1,1,2,1,4,2,0,2,0.628,2,2,0.5478
11,15,1,1,2,1,5,2,0,2,0.6296,2,2,0.5494
11,16,1,1,2,2,1,2,1,2,0.6313,1,1,0.807
11,17,1,1,1,1,5,1,1,1,0.694,2,2,0.6138
11,18,1,1,1,1,5,2,1,1,0.625,1,1,0.3528
11,19,1,1,1,2,6,2,0,1,0.7509,2,2,0.5427
11,20,1,1,2,1,4,1,0,2,0.6364,2,2,0.5561
11,21,1,1,2,1,6,2,0,2,0.9462,1,1,0.482
11,22,1,1,2,2,2,1,1,2,0.5586,1,1,0.3504
11,23,1,1,1,1,2,1,1,1,0.6205,2,2,0.5403
11,24,1,1,2,2,6,2,1,1,0.4941,2,2,0.6524
11,25,1,1,1,1,2,2,1,1,0.4886,1,1,0.4084
11,26,1,1,1,1,6,1,1,1,0.5557,1,1,1.3074
11,27,1,1,1,1,1,2,1,1,0.5605,1,1,0.3523
11,28,1,1,1,1,4,2,1,1,0.6224,1,1,0.4782
11,29,1,1,1,2,2,2,0,1,0.5666,2,1,0.6144
11,30,1,1,1,2,1,2,0,1,0.6094,1,1,0.6572
11,31,1,1,2,1,1,2,0,7,7,2,2,0.8332
11,32,1,1,1,2,5,2,0,1,0.6209,2,2,0.4766
11,33,1,1,1,2,5,1,0,1,0.8851,2,2,0.6769
11,34,1,1,2,2,5,2,1,2,0.53,2,1,0.7058
11,35,1,1,1,2,4,1,0,1,0.8627,1,1,0.8464
11,36,1,1,1,1,1,1,1,1,0.5701,1,1,0.3619
11,37,1,1,2,2,3,2,1,2,0.632,1,1,0.4238
11,38,1,1,1,2,6,1,0,1,0.8153,1,1,0.4791
11,39,1,1,2,1,1,1,0,2,0.7478,2,2,0.6036
11,40,1,1,2,2,1,1,1,2,0.6265,2,2,0.6103
11,41,1,1,2,1,5,1,0,2,0.5863,1,1,0.506
11,42,1,1,2,2,6,1,1,2,0.6232,1,1,0.415
11,43,1,1,1,2,4,2,0,1,0.9462,1,1,0.418
11,44,1,1,1,1,4,1,1,1,0.7573,1,1,0.4211
11,45,1,1,1,1,3,1,1,1,0.6963,1,1,0.6801
11,46,1,1,2,2,5,1,1,2,0.6377,2,2,0.6215
11,47,1,1,2,1,3,1,0,2,0.5452,2,2,0.465
11,48,1,1,2,2,3,1,1,2,0.5939,2,2,0.7056
11,49,2,2,2,2,5,2,1,2,0.8756,2,2,1.1794
11,50,2,2,1,2,5,2,0,1,0.6259,1,1,0.6736
11,51,2,2,1,2,2,1,0,1,0.8181,1,1,0.6738
11,52,2,2,2,2,6,2,1,2,0.6903,1,1,0.738
11,53,2,2,2,2,5,1,1,2,0.6199,1,1,0.6677
11,54,2,2,1,1,6,1,1,1,0.4921,1,1,0.7318
11,55,2,2,2,1,2,1,0,2,0.6777,1,1,0.6614
11,56,2,2,1,1,2,2,1,1,0.7418,2,1,0.5976
11,57,2,2,2,2,3,1,1,2,0.5691,2,2,0.6169
11,58,2,2,2,1,1,2,0,2,0.6282,1,1,0.7399
11,59,2,2,2,1,2,2,0,2,0.5055,2,2,0.9373
11,60,2,2,2,2,6,1,1,2,0.6309,2,1,0.6147
11,61,2,2,2,1,4,1,0,2,0.5222,2,2,0.4419
11,62,2,2,2,1,6,1,0,2,0.5054,1,1,0.6172
11,63,2,2,1,2,1,1,0,1,0.6924,1,1,0.9322
11,64,2,2,2,1,4,2,0,2,0.5618,2,1,0.8656
11,65,2,2,2,1,3,1,0,2,0.6187,2,2,0.4745
11,66,2,2,2,2,1,2,1,2,0.5629,2,2,1.0587
11,67,2,2,1,1,3,2,1,1,0.5588,1,2,0.7986
11,68,2,2,1,1,5,2,1,1,0.4892,1,1,0.7289
11,69,2,2,2,2,2,2,1,2,0.5467,1,1,0.5945
11,70,2,2,2,2,2,1,1,2,0.4895,1,1,0.6653
11,71,2,2,1,2,4,1,0,1,0.8097,1,1,0.9855
11,72,2,2,1,1,6,2,1,1,0.632,2,2,1.0638
11,73,2,2,1,2,5,1,0,1,0.5639,2,2,0.4837
11,74,2,2,2,2,3,2,1,2,0.6244,2,2,0.8002
11,75,2,2,2,1,5,2,0,1,0.4951,1,1,1.3575
11,76,2,2,1,2,3,2,0,1,0.6157,2,2,1.0475
11,77,2,2,1,2,3,1,0,1,0.8036,2,2,0.7874
11,78,2,2,1,2,2,2,0,1,0.6104,1,1,0.7862
11,79,2,2,1,1,2,1,1,1,0.6209,2,2,0.7327
11,80,2,2,2,2,1,1,1,1,0.5623,1,1,1.0458
11,81,2,2,2,2,4,1,1,2,0.5694,1,1,0.6172
11,82,2,2,1,1,1,1,1,1,0.5644,2,2,0.4842
11,83,2,2,1,1,4,1,1,1,0.5086,2,2,0.4925
11,84,2,2,2,2,4,2,1,2,0.6214,2,2,0.6691
11,85,2,2,2,1,1,1,0,2,0.7143,2,1,1.658
11,86,2,2,1,2,4,2,0,2,0.6111,2,1,1.1637
11,87,2,2,2,1,6,2,0,2,0.7441,1,2,0.7919
11,88,2,2,1,1,1,2,1,1,0.5986,2,2,0.4544
11,89,2,2,2,1,3,2,0,2,0.5664,2,1,0.5502
11,90,2,2,1,2,6,1,0,1,1.0638,1,1,0.5356
11,91,2,2,1,1,5,1,1,1,0.7572,2,2,0.485
11,92,2,2,1,1,4,2,1,1,0.5499,1,1,0.5337
11,93,2,2,1,2,1,2,0,1,0.5515,1,1,0.6633
11,94,2,2,1,2,6,2,0,1,0.5517,1,1,0.6635
11,95,2,2,2,1,5,1,0,2,0.5924,1,1,0.5761
11,96,2,2,1,1,3,1,1,1,0.7507,2,1,0.8625
11,97,3,2,1,2,1,2,0,1,0.529,1,1,0.5768
11,98,3,2,1,2,1,1,0,1,0.9433,2,2,0.6071
11,99,3,2,1,2,6,1,0,1,0.6183,1,1,0.6021
11,100,3,2,2,2,4,1,1,1,0.45,1,1,0.5914
11,101,3,2,1,2,2,2,0,1,0.6667,1,1,0.7145
11,102,3,2,1,1,1,2,1,1,0.4918,2,2,0.7316
11,103,3,2,2,2,4,2,1,2,0.6892,1,1,0.673
11,104,3,2,2,2,5,2,1,2,0.5614,2,1,0.6731
11,105,3,2,1,2,4,2,0,1,0.5976,2,1,0.6454
11,106,3,2,1,2,5,1,0,1,0.7971,2,2,0.6529
11,107,3,2,1,1,2,1,1,1,0.7451,2,2,0.6008
11,108,3,2,1,1,3,1,1,1,0.4841,1,2,0.5959
11,109,3,2,1,1,4,2,1,1,0.5034,2,2,0.9991
11,110,3,2,1,1,5,1,1,1,0.4941,1,1,0.8619
11,111,3,2,1,1,3,2,1,1,0.4223,1,1,0.5341
11,112,3,2,1,2,3,1,0,1,0.4997,2,2,0.4834
11,113,3,2,2,1,4,2,0,2,0.6241,1,1,0.4799
11,114,3,2,1,2,2,1,0,1,0.6323,2,2,0.4881
11,115,3,2,2,2,1,1,1,2,0.6171,2,1,0.7288
11,116,3,2,1,2,6,2,0,1,0.5826,2,2,0.6944
11,117,3,2,2,2,2,2,1,2,0.7042,2,2,0.4961
11,118,3,2,1,2,3,2,0,1,0.6772,1,1,0.597
11,119,3,2,2,2,6,1,1,2,0.556,2,1,0.6037
11,120,3,2,1,2,4,1,0,1,0.5988,2,2,0.6466
11,121,3,2,2,1,1,1,0,2,0.6107,1,2,0.7225
11,122,3,2,2,2,6,2,1,2,0.5359,1,1,0.5837
11,123,3,2,2,2,2,1,1,2,0.5662,2,2,0.678
11,124,3,2,1,1,6,1,1,1,0.5024,1,1,0.6782
11,125,3,2,1,2,5,2,0,1,0.4386,1,1,0.4864
11,126,3,2,1,1,1,1,1,1,0.5631,2,2,0.6108
11,127,3,2,2,1,5,2,0,2,0.7501,2,2,0.4779
11,128,3,2,2,1,3,1,0,2,0.5832,2,1,0.6311
11,129,3,2,2,1,6,2,0,2,0.5908,1,1,0.7666
11,130,3,2,2,2,3,1,1,2,0.5661,1,1,0.6778
11,131,3,2,1,1,4,1,1,1,0.6184,2,1,0.6022
11,132,3,2,2,1,4,1,0,2,0.6495,2,2,0.5053
11,133,3,2,2,2,1,2,1,2,0.5466,1,1,0.5944
11,134,3,2,2,1,2,1,0,2,0.5299,1,2,0.8977
11,135,3,2,2,1,3,2,0,2,0.5345,2,2,0.7743
11,136,3,2,1,1,2,2,1,1,0.6208,1,1,0.7966
11,137,3,2,2,2,5,1,1,2,0.6314,2,2,0.9991
11,138,3,2,1,1,6,2,1,1,0.5581,1,1,0.9899
11,139,3,2,2,1,2,2,0,2,0.4966,2,2,0.9924
11,140,3,2,1,1,5,2,1,1,0.5514,1,1,0.7272
11,141,3,2,2,2,3,2,1,2,0.6208,1,1,0.5405
11,142,3,2,2,1,5,1,0,2,0.5114,1,1,0.6231
11,143,3,2,2,1,1,2,0,2,0.4828,1,1,0.5946
11,144,3,2,2,1,6,1,0,2,0.5536,2,2,0.9214
11,145,4,1,2,1,2,2,0,2,0.983,1,1,0.4547
11,146,4,1,1,2,2,2,0,1,0.5667,1,1,0.4865
11,147,4,1,2,2,2,1,1,2,0.6154,2,2,0.4712
11,148,4,1,2,1,1,2,0,2,0.5596,2,2,0.4794
11,149,4,1,2,1,1,1,0,2,0.8878,1,1,0.3596
11,150,4,1,2,1,6,2,0,2,0.5657,2,2,0.5495
11,151,4,1,1,1,6,1,1,1,0.8116,1,1,0.5393
11,152,4,1,2,2,4,1,1,2,0.5859,1,1,1.0176
11,153,4,1,2,2,1,1,1,2,0.5531,1,1,0.4729
11,154,4,1,2,1,6,1,0,2,0.5496,2,2,0.5333
11,155,4,1,2,2,2,2,1,2,0.4872,2,2,0.6629
11,156,4,1,2,1,5,2,0,2,0.8714,1,2,0.6631
11,157,4,1,1,1,2,1,1,1,0.7273,2,2,0.5191
11,158,4,1,2,2,4,2,1,2,0.5605,1,1,0.4163
11,159,4,1,1,2,1,2,0,1,0.604,2,2,0.6518
11,160,4,1,1,2,1,1,0,1,0.7557,1,1,0.5475
11,161,4,1,2,1,2,1,0,2,0.6294,2,2,0.5492
11,162,4,1,1,2,5,1,0,1,0.8112,2,2,0.923
11,163,4,1,2,1,4,2,0,2,0.5813,1,1,0.501
11,164,4,1,1,1,4,1,1,1,0.6182,2,2,0.73
11,165,4,1,2,2,1,2,1,2,0.6118,1,1,0.3396
11,166,4,1,1,2,5,2,0,1,0.6501,1,1,0.6339
11,167,4,1,1,2,4,1,0,1,0.5459,2,2,0.5936
11,168,4,1,2,1,5,1,0,2,0.5814,2,2,0.4371
11,169,4,1,1,1,1,1,1,1,0.7529,1,1,1.0566
11,170,4,1,2,2,5,1,1,2,0.6325,1,1,0.5523
11,171,4,1,1,2,2,1,0,1,0.6224,1,1,0.6702
11,172,4,1,2,2,3,2,1,2,0.6866,2,2,0.4784
11,173,4,1,2,2,3,1,1,2,0.5668,1,1,0.7426
11,174,4,1,1,2,3,1,0,1,0.6936,2,2,0.5494
11,175,4,1,1,1,4,2,1,1,0.5437,2,2,0.5915
11,176,4,1,1,1,1,2,1,1,0.5034,1,1,0.3592
11,177,4,1,2,2,5,2,1,7,7,1,1,0.9456
11,178,4,1,1,2,3,2,0,1,0.7436,1,1,0.4074
11,179,4,1,1,1,3,2,1,1,0.5664,1,1,0.4862
11,180,4,1,1,1,5,2,1,1,0.5732,2,2,1.901
11,181,4,1,2,1,3,2,0,2,0.6297,2,2,0.6775
11,182,4,1,1,2,4,2,0,1,0.6299,1,2,0.4857
11,183,4,1,2,2,6,2,1,2,0.5984,2,2,0.4542
11,184,4,1,1,1,6,2,1,1,0.5021,2,2,0.5499
11,185,4,1,1,1,5,1,1,1,0.556,2,2,0.6038
11,186,4,1,1,1,2,2,1,1,0.551,1,2,0.5348
11,187,4,1,2,1,4,1,0,2,0.7807,2,2,0.5724
11,188,4,1,1,1,3,1,1,1,0.5197,2,2,0.5035
11,189,4,1,1,2,6,2,0,1,0.5566,1,1,0.7964
11,190,4,1,1,2,6,1,0,1,0.8231,2,2,0.4869
11,191,4,1,2,1,3,1,0,2,0.6158,2,2,0.4716
11,192,4,1,2,2,6,1,1,2,0.5601,1,1,0.6078
12,1,1,2,2,2,2,2,1,2,0.8581,2,1,1.1618
12,2,1,2,2,2,4,2,1,2,0.9695,2,2,0.6973
12,3,1,2,2,1,6,1,0,1,0.7424,2,1,1.4216
12,4,1,2,2,1,3,2,0,2,0.9417,2,2,1.0535
12,5,1,2,1,2,3,2,0,1,1.2106,2,2,0.6184
12,6,1,2,2,1,2,1,0,2,0.6818,1,2,0.7936
12,7,1,2,1,2,1,1,0,1,0.7402,1,1,1.0439
12,8,1,2,2,2,4,1,1,2,0.8236,1,1,0.6794
12,9,1,2,1,2,3,1,0,1,0.8878,1,1,0.9356
12,10,1,2,2,1,2,2,0,2,0.7572,2,2,0.8049
12,11,1,2,1,1,6,2,1,1,0.7089,1,1,0.6926
12,12,1,2,1,1,3,2,1,2,0.9533,2,2,0.9727
12,13,1,2,1,2,2,1,0,1,0.7237,1,1,1.0275
12,14,1,2,2,1,4,2,0,2,0.7549,2,1,0.7387
12,15,1,2,2,1,5,2,0,2,0.9243,2,1,0.6521
12,16,1,2,2,2,1,2,1,2,0.6758,1,2,0.5316
12,17,1,2,1,1,5,1,1,1,0.6612,2,1,0.709
12,18,1,2,1,1,5,2,1,1,0.6268,1,1,0.7386
12,19,1,2,1,2,6,2,0,1,0.8764,2,1,0.4762
12,20,1,2,2,1,4,1,0,2,0.6934,2,2,0.7411
12,21,1,2,2,1,6,2,0,2,0.687,1,1,0.5427
12,22,1,2,2,2,2,1,1,2,0.7526,1,2,0.4804
12,23,1,2,1,1,2,1,1,1,0.6048,2,2,0.5246
12,24,1,2,2,2,6,2,1,2,0.63,2,2,0.4857
12,25,1,2,1,1,2,2,1,1,0.7544,1,2,0.6742
12,26,1,2,1,1,6,1,1,1,0.5986,1,2,0.5185
12,27,1,2,1,1,1,2,1,1,0.584,1,1,0.4398
12,28,1,2,1,1,4,2,1,1,0.6916,1,1,0.6113
12,29,1,2,1,2,2,2,0,1,0.8904,2,1,0.8741
12,30,1,2,1,2,1,2,0,1,0.4705,1,1,0.5183
12,31,1,2,2,1,1,2,0,2,0.6877,2,2,0.3515
12,32,1,2,1,2,5,2,0,1,0.7378,2,2,0.5296
12,33,1,2,1,2,5,1,0,1,0.9954,2,2,0.6592
12,34,1,2,2,2,5,2,1,1,0.9957,2,2,0.5958
12,35,1,2,1,2,4,1,0,1,0.6593,1,2,0.579
12,36,1,2,1,1,1,1,1,1,0.7256,1,1,0.3894
12,37,1,2,2,2,3,2,1,2,1.0082,1,2,0.352
12,38,1,2,1,2,6,1,0,1,0.9141,1,2,0.6419
12,39,1,2,2,1,1,1,0,2,0.7936,2,1,0.7774
12,40,1,2,2,2,1,1,1,2,0.7408,2,1,0.5326
12,41,1,2,2,1,5,1,0,2,0.9065,1,2,0.7623
12,42,1,2,2,2,6,1,1,2,0.7846,1,1,0.3844
12,43,1,2,1,2,4,2,0,1,1.2709,1,1,0.4227
12,44,1,2,1,1,4,1,1,1,0.7671,1,1,0.4309
12,45,1,2,1,1,3,1,1,1,0.8864,1,1,0.4862
12,46,1,2,2,2,5,1,1,2,0.6269,2,1,0.3547
12,47,1,2,2,1,3,1,0,2,1.3648,2,2,0.5805
12,48,1,2,2,2,3,1,1,2,1.0633,2,2,0.4071
12,49,2,1,2,2,5,2,1,2,0.6105,2,2,0.4664
12,50,2,1,1,2,5,2,0,1,0.7115,1,1,0.5032
12,51,2,1,1,2,2,1,0,1,1.1088,1,1,0.9647
12,52,2,1,2,2,6,2,1,2,0.8149,1,1,0.6067
12,53,2,1,2,2,5,1,1,2,1.0137,1,1,0.7415
12,54,2,1,1,1,6,1,1,1,0.8035,1,1,0.5313
12,55,2,1,2,1,2,1,0,2,0.8051,1,1,0.5329
12,56,2,1,1,1,2,2,1,1,0.7428,2,2,0.5346
12,57,2,1,2,2,3,1,1,2,0.7444,2,2,0.4722
12,58,2,1,2,1,1,2,0,2,0.7526,1,1,0.4804
12,59,2,1,2,1,2,2,0,2,0.6969,2,2,0.7446
12,60,2,1,2,2,6,1,1,2,0.8184,2,2,0.9302
12,61,2,1,2,1,4,1,0,2,0.9439,2,2,0.4156
12,62,2,1,2,1,6,1,0,2,0.7548,1,1,1.5706
12,63,2,1,1,2,1,1,0,1,1.2218,1,1,0.6295
12,64,2,1,2,1,4,2,0,2,0.8092,2,2,0.665
12,65,2,1,2,1,3,1,0,2,1.0014,2,2,0.4732
12,66,2,1,2,2,1,2,1,2,0.5617,2,2,0.5454
12,67,2,1,1,1,3,2,1,1,0.8192,1,1,0.995
12,68,2,1,1,1,5,2,1,1,0.6938,1,1,0.4856
12,69,2,1,2,2,2,2,1,2,0.6262,1,1,0.546
12,70,2,1,2,2,2,1,1,2,0.6801,1,1,0.6639
12,71,2,1,1,2,4,1,0,1,0.6972,1,1,0.489
12,72,2,1,1,1,6,2,1,1,0.6179,2,2,0.5377
12,73,2,1,1,2,5,1,0,1,0.9682,2,2,0.504
12,74,2,1,2,2,3,2,1,2,0.8249,2,2,0.7447
12,75,2,1,2,1,5,2,0,2,0.6266,1,1,0.4183
12,76,2,1,1,2,3,2,0,1,0.9496,2,2,0.5494
12,77,2,1,1,2,3,1,0,1,0.7592,2,2,0.615
12,78,2,1,1,2,2,2,0,1,0.7712,1,1,0.883
12,79,2,1,1,1,2,1,1,1,0.536,2,2,0.4558
12,80,2,1,2,2,1,1,1,2,1.0158,1,1,0.5516
12,81,2,1,2,2,4,1,1,2,0.7496,1,1,0.7334
12,82,2,1,1,1,1,1,1,1,0.6557,2,2,0.5756
12,83,2,1,1,1,4,1,1,1,1.006,2,2,0.7339
12,84,2,1,2,2,4,2,1,2,0.8194,2,2,0.4832
12,85,2,1,2,1,1,1,0,2,0.8041,2,2,0.5959
12,86,2,1,1,2,4,2,0,1,0.7586,2,2,0.4865
12,87,2,1,2,1,6,2,0,2,0.8074,1,1,0.6631
12,88,2,1,1,1,1,2,1,1,0.8076,2,2,0.4713
12,89,2,1,2,1,3,2,0,2,0.8158,2,2,0.5435
12,90,2,1,1,2,6,1,0,1,0.8814,1,1,0.4812
12,91,2,1,1,1,5,1,1,1,0.8778,2,2,0.5416
12,92,2,1,1,1,4,2,1,1,0.8155,1,1,0.7352
12,93,2,1,1,2,1,2,0,1,0.8731,1,1,0.4728
12,94,2,1,1,2,6,2,0,1,0.9453,1,1,0.9931
12,95,2,1,2,1,5,1,0,2,0.936,1,1,0.5358
12,96,2,1,1,1,3,1,1,1,0.8214,2,2,0.6132
12,97,3,1,1,2,1,2,0,1,0.8421,1,1,0.5699
12,98,3,1,1,2,1,1,0,1,1.5242,2,2,1.892
12,99,3,1,1,2,6,1,0,1,1.0805,1,1,0.6163
12,100,3,1,2,2,4,1,1,2,0.6915,1,1,0.4833
12,101,3,1,1,2,2,2,0,1,0.7689,1,1,0.4327
12,102,3,1,1,1,1,2,1,1,0.7485,2,2,0.4762
12,103,3,1,2,2,4,2,1,2,0.7736,1,1,0.5654
12,104,3,1,2,2,5,2,1,2,0.6877,2,2,0.4795
12,105,3,1,1,2,4,2,0,1,0.8239,2,2,0.4877
12,106,3,1,1,2,5,1,0,1,1.0124,2,2,0.6122
12,107,3,1,1,1,2,1,1,1,0.6234,2,2,0.4792
12,108,3,1,1,1,3,1,1,1,0.5558,1,1,0.7316
12,109,3,1,1,1,4,2,1,7,7,2,7,7
12,110,3,1,1,1,5,1,1,1,0.7292,1,2,0.457
12,111,3,1,1,1,3,2,1,1,0.6388,1,1,0.5586
12,112,3,1,1,2,3,1,0,1,0.9487,2,2,0.5485
12,113,3,1,2,1,4,2,0,2,1.0783,1,1,0.6141
12,114,3,1,1,2,2,1,0,1,0.6253,2,2,0.4171
12,115,3,1,2,2,1,1,1,2,0.8844,2,2,0.4842
12,116,3,1,1,2,6,2,0,1,0.9331,2,2,0.5328
12,117,3,1,2,2,2,2,1,2,0.7309,2,2,0.6507
12,118,3,1,1,2,3,2,0,1,0.6436,1,1,0.5634
12,119,3,1,2,2,6,1,1,2,0.6334,2,2,0.6813
12,120,3,1,1,2,4,1,0,1,0.755,2,2,0.8668
12,121,3,1,2,1,1,1,0,2,1.1952,1,1,0.731
12,122,3,1,2,2,6,2,1,2,0.6533,1,1,0.4451
12,123,3,1,2,2,2,1,1,2,1.1448,2,2,0.5526
12,124,3,1,1,1,6,1,1,1,0.6227,1,1,0.7344
12,125,3,1,1,2,5,2,0,1,1.268,1,1,0.7398
12,126,3,1,1,1,1,1,1,7,7,2,2,0.5657
12,127,3,1,2,1,5,2,0,2,1.0602,2,2,0.596
12,128,3,1,2,1,3,1,0,2,0.7588,2,2,0.7426
12,129,3,1,2,1,6,2,0,2,0.6766,1,1,1.0444
12,130,3,1,2,2,3,1,1,2,0.6843,1,1,0.5401
12,131,3,1,1,1,4,1,1,1,0.8021,2,2,0.7219
12,132,3,1,2,1,4,1,0,2,1.2555,2,2,0.7273
12,133,3,1,2,2,1,2,1,2,0.7658,1,1,0.5576
12,134,3,1,2,1,2,1,0,2,0.8719,1,1,0.9837
12,135,3,1,2,1,3,2,0,2,0.9502,2,2,0.806
12,136,3,1,1,1,2,2,1,1,0.8732,1,1,0.665
12,137,3,1,2,2,5,1,1,2,0.9491,2,2,0.5489
12,138,3,1,1,1,6,2,1,1,0.9508,1,2,0.4226
12,139,3,1,2,1,2,2,0,2,0.7861,2,2,0.7059
12,140,3,1,1,1,5,2,1,1,0.8032,1,1,0.787
12,141,3,1,2,2,3,2,1,2,0.8947,1,1,0.8145
12,142,3,1,2,1,5,1,0,2,0.9979,1,1,0.6617
12,143,3,1,2,1,1,2,0,2,0.7421,1,1,0.7259
12,144,3,1,2,1,6,1,0,1,0.6835,2,2,0.5895
12,145,4,2,2,1,2,2,0,2,0.6133,1,2,0.5331
12,146,4,2,1,2,2,2,0,1,0.8429,1,1,0.3787
12,147,4,2,2,2,2,1,1,2,0.6253,2,2,0.9931
12,148,4,2,2,1,1,2,0,2,0.7558,2,2,0.6115
12,149,4,2,2,1,1,1,0,2,0.739,1,2,0.6588
12,150,4,2,2,1,6,2,0,2,0.659,2,2,0.5788
12,151,4,2,1,1,6,1,1,1,0.7533,1,2,0.4811
12,152,4,2,2,2,4,1,1,2,0.8498,1,2,0.5776
12,153,4,2,2,2,1,1,1,2,0.7124,1,2,1.0162
12,154,4,2,2,1,6,1,0,2,1.4836,2,1,0.6994
12,155,4,2,2,2,2,2,1,2,0.7688,2,1,0.6246
12,156,4,2,2,1,5,2,0,2,1.0323,1,1,0.7601
12,157,4,2,1,1,2,1,1,1,0.6824,2,1,0.4741
12,158,4,2,2,2,4,2,1,2,0.7266,1,1,0.7744
12,159,4,2,1,2,1,2,0,1,0.8887,2,2,0.5525
12,160,4,2,1,2,1,1,0,1,1.0705,1,1,0.6063
12,161,4,2,2,1,2,1,0,2,0.7573,2,1,0.5491
12,162,4,2,1,2,5,1,0,1,0.9869,2,1,0.4588
12,163,4,2,2,1,4,2,0,2,0.851,1,1,0.5787
12,164,4,2,1,1,4,1,1,1,0.5495,2,1,0.8534
12,165,4,2,2,2,1,2,1,2,0.7175,1,1,0.5732
12,166,4,2,1,2,5,2,0,1,0.8405,1,1,0.4403
12,167,4,2,1,2,4,1,0,1,0.6803,2,1,0.664
12,168,4,2,2,1,5,1,0,1,0.8092,2,1,0.7896
12,169,4,2,1,1,1,1,1,1,0.9215,1,1,0.5853
12,170,4,2,2,2,5,1,1,2,0.7598,1,1,0.4236
12,171,4,2,1,2,2,1,0,1,0.6231,1,1,0.4149
12,172,4,2,2,2,3,2,1,2,0.5622,2,2,0.5459
12,173,4,2,2,2,3,1,1,2,0.8198,1,7,7
12,174,4,2,1,2,3,1,0,1,0.7781,2,1,0.6339
12,175,4,2,1,1,4,2,1,1,0.6223,2,1,0.4781
12,176,4,2,1,1,1,2,1,1,0.5268,1,1,0.4466
12,177,4,2,2,2,5,2,1,2,0.5755,1,1,0.4952
12,178,4,2,1,2,3,2,0,1,0.6124,1,1,0.4682
12,179,4,2,1,1,3,2,1,1,0.5566,1,1,0.4124
12,180,4,2,1,1,5,2,1,1,0.5479,2,2,0.9797
12,181,4,2,2,1,3,2,0,2,0.6902,2,1,0.4819
12,182,4,2,1,2,4,2,0,1,0.6586,1,1,0.5144
12,183,4,2,2,2,6,2,1,2,0.6316,2,1,0.8073
12,184,4,2,1,1,6,2,1,1,0.7943,2,2,0.6501
12,185,4,2,1,1,5,1,1,1,0.6901,2,2,0.8659
12,186,4,2,1,1,2,2,1,1,0.6183,1,1,0.794
12,187,4,2,2,1,4,1,0,2,0.954,2,2,1.0018
12,188,4,2,1,1,3,1,1,1,0.8049,2,2,0.5967
12,189,4,2,1,2,6,2,0,1,0.6837,1,1,0.5395
12,190,4,2,1,2,6,1,0,1,0.9414,2,1,0.6051
12,191,4,2,2,1,3,1,0,2,1.0533,2,1,0.6531
12,192,4,2,2,2,6,1,1,2,0.9211,1,1,0.5849
13,1,1,1,1,1,4,2,1,1,0.9627,1,1,0.8185
13,2,1,1,2,1,4,1,0,2,1.4118,1,1,0.8196
13,3,1,1,1,1,6,1,1,1,1.3989,1,1,0.6786
13,4,1,1,1,2,2,2,0,7,7,2,2,0.7031
13,5,1,1,1,2,4,2,0,1,1.3359,2,2,1.3197
13,6,1,1,2,1,2,2,0,2,0.753,2,2,0.8008
13,7,1,1,1,2,5,2,0,1,1.9038,2,2,1.5676
13,8,1,1,2,2,2,2,1,2,1.3937,1,1,1.8895
13,9,1,1,2,1,1,1,0,2,1.9623,2,2,0.9861
13,10,1,1,2,2,5,1,1,2,1.4006,2,2,0.5523
13,11,1,1,1,1,6,2,1,1,1.1344,1,1,0.9262
13,12,1,1,1,1,2,1,1,1,1.3996,1,1,0.7433
13,13,1,1,2,1,6,1,0,2,1.0614,2,2,0.5971
13,14,1,1,2,1,5,1,0,2,1.1962,1,1,0.5399
13,15,1,1,2,1,3,2,0,2,1.0867,2,2,0.6225
13,16,1,1,1,2,6,1,0,1,1.2502,1,1,0.722
13,17,1,1,1,2,4,1,0,1,1.1445,2,2,0.5523
13,18,1,1,2,1,6,2,0,2,1.3786,2,2,0.7864
13,19,1,1,2,2,3,1,1,2,1.1331,1,2,1.0529
13,20,1,1,1,2,3,1,0,1,1.3571,1,2,1.0208
13,21,1,1,1,1,5,2,1,1,0.941,2,2,0.7328
13,22,1,1,1,2,2,1,0,1,1.0744,1,1,0.7382
13,23,1,1,2,2,6,1,1,2,1.3997,1,2,1.1915
